id;question_id;question;a;b;c;d;correct;image;image_fallback;category_id
;120;120. Który fragment kodu JavaScript zwróci wartość true?;"""a"" > ""b""";"""ab"" > ""c""";"""abc"" > ""def""";"""def"" > ""abc""";D;;;203
;121;"121. W kodzie PHP znak ""//"" oznacza";początek skryptu;operator alernatywy;operator dzielenia całkowitego;początek komentarza jednoliniowego;D;;;204
;122;122. Zapisując hasło użytkownika serwisu WWW (np. bankowości internetowej), w celu jego zabezpieczenia przed odtajnieniem, zwykle używa się funkcji;klucza;cyklometrycznych;abstrakcyjnych;mieszających;A;;;207
;123;123. W celu określenia wysokości obrazka wyświetlonego na stronie WWW należy wykorzystać właściwość CSS o nazwie;width;padding;height;margin;C;;;202
;124;124. Aby ustawić czcionkę Verdana w kodzie CSS, należy wykorzystać właściwość;"font-family: Verdana;";"font-style: Verdana;";"font-name: Verdana;";"font-weight: Verdana;";A;;;202
;125;125. Funkcja zapisana językiem PHP służy do;połączenia z bazą danych;ustawienia hasła do bazy danych;zabezpieczenia bazy danych;pobrania danych z bazy danych;D;images/125.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/125.jpg;203
;126;126. Kwerenda pozwalająca na wprowadzenie zmian w wielu rekordach lub przeniesienie wielu rekordów przy użyciu pojedynczej operacji, nosi nazwę kwerendy;krzyżowej;funkcjonalnej;wybierającej;parametrycznej;B;;;205
;127;127. Wskaż rezultat działania fragmentu kodu JavaScript;Usunięcie akapitu ze strony;Dodanie akapitu na koniec strony;Wyświetlenie okna dialogowego z napisem akapit;Dodanie akapitu na początku strony;B;images/127.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/127.jpg;203
;128;128. Fizyczny model replikacji bazy danych przedstawiony na rysunku jest modelem;rozproszonym;centralnego subskrybenta;równorzędnym;centralnego wydawcy;D;images/128.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/128.jpg;207
;129;129. Za pomocą którego protokołu należy wysłać pliki na serwer WWW?;DHCP;FTP;POP3;DNS;B;;;207
;130;130. Wynikiem działania zamieszczonej pętli zapisanej językiem PHP jest wypisanie kolejnych liczb;od 10 do 1;od 1 do 10;od 10 do 2;od 2 do 10;A;images/130.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/130.jpg;204
;131;131. Które z poleceń naprawi uszkodzoną tabelę w języku SQL?;REGENERATE TABLE tbl_name;REPAIR TABLE tblname;OPTIMIZE TABLE tbl_name;ANALYZE TABLE tbl_name;B;;;205
;132;132. Który z wymienionych formatów plików graficznych obsługuje przezroczystość?;JPG;PNG;NEF;BMP;B;;;201
;133;133. Który zapis stylu CSS ustawi tło bloku na kolor niebieski?;"div {shadow: blue;}";"div {border-color: blue;}";"div {color: blue;}";"div {background-color: blue;}";D;;;202
;134;134. Domyślna nazwa pliku konfiguracyjnego serwera Apache to;.configuration;configuration.php;htaccess.cnf;.htaccess;D;;;203
;135;135. Organizacja zajmująca się ustalaniem standardu dla języka HTML nosi nazwę;W3C;ISO;NASK;WYSIWYG;A;;;201
;136;136. Który z wymienionych systemów nie jest systemem CMS?;Joomla;Adobe Flash;WordPress;Drupal;B;;;207
;137;137. Która ze zdefiniowanych funkcji w języku PHP jako wynik zwraca połowę kwadratu wartości przekazanej?;"function licz($a) { echo $a*$a/2; }";"function licz($a) { return $a/2; }";"function licz($a) { return $a*$a/2; }";"function licz($a) { echo $a/2; }";C;;;204
;138;138. W strukturalnych językach programowania w celu przechowania informacji o 50 uczniach (ich imionach, nazwiskach, średniej ocen) należy użyć;tablicy 50 elementów o składowych strukturalnych;struktury 50 elementów o składowych typu tablicowego;tablicy 50 elementów o składowych łańcuchowych;klasy 50 elementów typu tablicowego;A;;;201
;139;139. Aby zobaczyć wyniki działania skryptu napisanego w języku PHP, będącego elementem strony WWW, musi być on;zinterpretowany po stronie serwera;skompilowany po stronie klienta;skompilowany po stronie serwera;zinterpretowany po stronie klienta;A;;;203
;140;140. Projektowanie logicznego układu witryny polega na;rozmieszczeniu elementów w konkretnych miejscach witryny;opracowaniu zestawu grafik dla witryny;zdefiniowaniu treści witryny;ustaleniu adresów URL dla podstron witryny;A;;;207
;141;141. Prosta animacja może być zapisana w formacie;PSD;BMP;GIF;TIFF;C;;;201
;142;142. Która z instrukcji umożliwia wysłanie tekstu do przeglądarki?;echo;exit;break;type;A;;;207
;143;143. Aby stworzyć tabelę w bazie danych, należy zastosować polecenie SQL;ADD TABLE;NEW TABLE;PLUS TABLE;CREATE TABLE;D;;;205
;144;144. Zdarzenie JavaScript, będące reakcją na pojedynczo kliknięty dowolny element strony, nosi nazwę;onClick;onDblClick;onLoad;onKeyDown;A;;;203
;145;145. W skład typowego frameworka wchodzą;zarządzanie komunikacją z bazą danych, mechanizm uruchamiania i przetwarzania akcji;domena i obsługa błędów;obsługa formularzy i wbudowany serwer;mechanizm uruchamiania i przetwarzania akcji, oraz certyfikat http;A;;;207
;146;146. W celu stworzenia relacji wiele do wielu łączącej tabele A i B wystarczy, że;tabela A będzie zawierała te same pola co tabela B;wiele rekordów z tabeli A zduplikuje się w tabeli B;zdefiniuje się trzecią tabelę z kluczami obcymi do tabel A i B;tabelę A połączy się z tabelą B poprzez zdefiniowanie kluczy obcych;C;;;207
;147;147. W celu zapewnienia spójności danych w bazie programu Microsoft Access należy skorzystać;z więzów integralności;z kwerendy aktualizującej;z defragmentacji bazy;z archiwizacji bazy;A;;;207
;148;148. W załączonym fragmencie kodu CSS kolor jest zapisany w postaci;HSL;dziesiętnej;CMYK;szesnastkowej;D;images/148.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/148.jpg;202
;149;149. W języku skryptowym JavaScript zmienne mogą być deklarowane;w momencie pierwszego użycia zmiennej;tylko na początku skryptu;tylko jeśli podamy typ zmiennej i jej nazwę;zawsze z poprzedzającym nazwę znakiem $;A;;;203
;150;150. W językach programowania zmienna typu integer służy do przechowywania;znaku;liczby całkowitej;liczby rzeczywistej;wartości logicznej;B;;;203
;151;151. Jeśli rozmiar pliku graficznego jest zbyt duży do publikacji w Internecie, należy;dodać kanał alfa;zmniejszyć jego rozdzielczość;zwiększyć jego głębię kolorów;zapisać w formacie BMP;B;;;207
;152;152. Które z poleceń umożliwia dodanie kolumny zadaniekompletne do tabeli zadania?;ALTER TABLE zadania ADD COLUMN zadaniekompletne int;ADD COLUMN zadaniekompletne WITH zadania;CREATEINDEX zadania ADD COLUMN zadaniekompletne int;INSERT INTO zadania VALUES zadaniakompletne;A;;;207
;153;153. W bazie danych, w celu uporządkowania listy uczniów według roku urodzenia, należy użyć polecenia;SELECT imie,nazwisko,klasa from uczniowie group by rok_urodzenia;SELECT imie,nazwisko,klasa from uczniowie order by rok_urodzenia;SELECT imie,nazwisko,klasa from uczniowie order by nazwisko;SELECT imie,nazwisko,klasa from uczniowie where rok_urodzenia = 1994;B;;;207
;154;154. Wskaż dwa sposoby zabezpieczenia bazy danych Microsoft Access;Ustalanie hasła do otwarcia bazy danych oraz zabezpieczeń na poziomie użytkownika;Zaszyfrowanie pliku bazy danych oraz SMSy z kodem autoryzującym;Funkcje anonimowe oraz ustalenie hasła otwarcia bazy danych;Ustalenie zabezpieczeń na poziomie użytkownika oraz sesji;A;;;207
;155;155. W zamieszczonym przykładzie pseudoklasa hover sprawi, że styl pogrubiony będzie przypisany;odnośnikowi, w momencie kiedy najechał na niego kursor myszy;wszystkim odnośnikom nieodwiedzonym;każdemu odnośnikowi niezależnie od aktualnego stanu;wszystkim odnośnikom odwiedzonym;A;images/155.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/155.jpg;202
;156;156. Certyfikat SSL jest stosowany do;zapisania danych o sesjach tworzonych w witrynie;zidentyfikowania właściciela domeny;deszyfracji transmitowanych danych;blokowania szkodliwego oprogramowania w witrynie;B;;;207
;157;157. W języku SQL przywilej SELECT polecenia GRANT pozwala użytkownikowi baz danych na;odczyt danych z tabeli;tworzenie tabeli;usunięcie danych z tabeli;modyfikowanie danych w tabeli;A;;;205
;158;158. W języku HTML atrybut alt znacznika img jest wykorzystywany w celu zdefiniowania;ścieżki i nazwy pliku źródłowego grafiki;tekstu, który będzie wyświetlony, jeśli nie może być wyświetlona grafika;podpisu, który zostanie wyświetlony pod grafiką;atrybutów grafiki, takich jak rozmiar, obramowanie, wyrównanie;B;;;201
;159;159. Warunek zapisany językiem PHP wypisze liczbę, gdy;jest ona parzysta;jest ona liczbą pierwszą;wynik dzielenia liczby przez 2 jest równy 0;jest ona dodatnia;A;images/159.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/159.jpg;204
;160;160. Analizując przedstawiony kod zapisany w języku HTML, można stwierdzić, że w przeglądarce;zostanie ustawiony dolny margines dla bloku B;blok B będzie oddalony od bloku A o 20 px;blok A będzie przesunięty w lewo o 20 px;bloki A i B będą nachodzić na siebie.;B;images/160.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/160.jpg;201
;161;161. Baza danych zawiera tabelę o nazwie pracownicy o polach: nazwisko, imie, pensja, wiek. Jak wygląda składnia polecenia wyznaczającego średnią pensję pracowników?;select AVG (nazwisko) into pensja;select VAR (pracownicy) into pensja;select AVG (pensja) from pracownicy;select VAR (pensja) from nazwisko;C;;;205
;162;162. Do reprezentacji liczb zmiennoprzecinkowych w języku C stosowany jest typ;int;bool;char;double;D;;;207
;163;"163. Polecenie SQL o treści: UPDATE artykuly SET cena = cena * 0.7 WHERE kod = 2; oznacza";w tabeli artykuly obniża wartość każdego pola cena o 30% dla wszystkich artykułów;w tabeli artykuly obniża wartość każdego pola cena dla którego pole kod jest równe 2;wprowadzenie w tabeli artykuly nowych pól cena i kod;wprowadzenie w tabeli artykuly pola o nazwie cena ze znacznikiem kod;B;;;205
;164;164. Do edycji grafiki wektorowej stosuje się program;Paint;Audacity;Wordpad;Corel Draw;D;;;207
;165;165. W programowaniu obiektowym mechanizm współdzielenia pól i metod klasy w taki sposób, że klasa pochodna zawiera metody zdefiniowane w klasie bazowej nazywa się;hermetyzacją;wirtualizacją;polimorfizmem;dziedziczeniem;D;;;202
;166;166. Który z wymienionych znaczników języka HTML nie jest stosowany w celu formatowania tekstu?;<em>;<sub>;<div>;<strong>;C;;;201
;167;167. Aby zdefiniować w języku HTML listę nienumerowaną, należy użyć znacznika;<dd>;<dt>;<ol>;<ul>;D;;;201
;168;168. W języku CSS właściwość font-size przyjmuje, według słów kluczowych, wartości;tylko big i small;wyłączenie small, medium, large;jedynie small, smaller,large, larger;ze zbioru xx-small, x-small, medium, large, x-large, xx-large;D;;;202
;169;169. W języku CSS, w celu zdefiniowania wewnętrznego górnego marginesu, czyli odstepu między elementem a otaczającym go obramowaniem, należy użyć polecenia;padding-top;outline-top;border-top;local-top;A;;;202
;170;170. Funkcja edytor WYSIWYG Adobe Dreamweaver służy do;wyświetlania interaktywnego drzewa struktury HTML dla zawartości statycznej i dynamicznej;definiowania kaskadowych arkuszy stylów dołączonych do witryny;formatowanie tekstu przy pomocy dostępnych znaczników;tworzenia szablonu strony internetowej;A;;;203
;171;171. Aby witryna internetowa prawidłowo skalowała się w urządzeniach mobilnych, należy wielkość czcionki zdefiniować;w pikselach;w procentach;w milimetrach;tylko znacznikami big i small;B;;;201
;172;172. Znacznik meta języka HTML należy umieścić;pomiędzy znacznikami body;w części nagłówkowej witryny internetowej;pomiędzy znacznikami paragrafu;w stopce witryny internetowej;B;;;201
;173;173. Prawidłowy, zgodny ze standardem języka XHTML, zapis samozamykającego się znacznika odpowiadającego za łamanie linii ma postać;</ br>;<br />;</br/>;<br> </br>;B;;;201
;174;174. Najprostszą i najmniej pracochłonną metodą przetestowania działania witryny internetowej w wielu przeglądarkach i ich różnych wersjach jest;skorzystanie z walidatora języka HTML;skorzystanie z emulatora przeglądarek internetowych np. Browser Sandbox;zainstalowanie na kilku komputerach różnych przeglądarek i testowanie witryny;testowanie witryny w programie Internet Explorer, zakładając kompatybilność innych przeglądarek;B;;;207
;175;175. Aby przenieść witrynę na serwer, można skorzystać z oprogramowania;Bugzilla;Go!Zilla;FileZilla;CloneZilla;C;;;207
;176;176. Kolor zapisany kodem RGB, o wartości rgb(255, 128, 16) w kodzie szesnastkowym będzie miał wartość:;#008010;#ff0f10;#ff8010;#ff8011;C;;;202
;177;177. Plik graficzny należy zapisać w formacie GIF, jeżeli;jest to grafika wektorowa;jest to obraz stereoskopowy;jest potrzeba zapisu obrazu bez kompresji;jest potrzeba zapisu obrazu lub animacji;D;;;201
;178;178. Aby dopasować dźwięk do danego poziomu głośności, należy użyć efektu;wyciszenia;normalizacji;podbicia basów;usuwania szumów;B;;;206
;179;179. Instrukcja DROP języka SQL ma za zadanie;usunąć istniejący obiekt;zmienić parametry obiektu;zaktualizować dane obiektu;dodać nowy obiekt;A;;;205
;180;180. Baza danych zawiera tabelę uczniowie z polami: imie, nazwisko, klasa. Aby odnaleźć imiona i nazwiska tych uczniów, których nazwiska rozpoczynają się literą M, należy zastosować polecenie SQL;"SELECT nazwisko, imie FROM uczniowie WHERE nazwisko IN ""M%"";";"SELECT nazwisko, imie FROM uczniowie WHERE nazwisko LIKE ""M%"";";"SELECT nazwisko, imie FROM uczniowie ORDER BY nazwisko = ""M%"";";"SELECT nazwisko, imie FROM uczniowie ORDER BY nazwisko IN ""M%"";";B;;;205
;181;181. Baza danych zawiera tabele z polami: . Aby wyświetlić wszystkie nazwy artykułów wyłącznie typu pralka, dla których cena jest z przedziału 1000 PLN i 1500 PLN, należy zastosować polecenie;"SELECT nazwa FROM artykuly WHERE typ=""pralka"" AND cena FROM 1000 TO 1500;";"SELECT nazwa FROM artykuly WHERE typ=""pralka"" OR cena BETWEEN 1000 OR 1500;";"SELECT nazwa FROM artykuly WHERE typ=""pralka"" OR cena BETWEEN 1000 AND 1500;";"SELECT nazwa FROM artykuly WHERE typ=""pralka"" AND cena BETWEEN 1000 AND 1500;";D;;;205
;182;182. Wartość pola tabeli pełniącego rolę klucza podstawowego;musi być unikalna;jest zawsze typu numerycznego;służy do szyfrowania zawartości tabeli;może przyjmować wartość pustą (NULL);A;;;205
;183;183. Aby utworzyć relację jeden do wielu, w tabeli po stronie , należy zdefiniować;klucz obcy wskazujący na klucz obcy tabeli po stronie;klucz sztuczny odnoszący się do kluczy podstawowych obu tabel;klucz obcy wskazujący na klucz podstawowy tabeli po stronie;klucz podstawowy wskazujący na klucz podstawowy tabeli po stronie;C;;;207
;184;184. Narzędziem służącym do grupowania i prezentowania informacji z wielu rekordów w celu ich drukowania lub rozpowszechniania jest;raport;kwerenda;formularz;makropolecenie;A;;;201
;185;185. Aby uprościć wprowadzenie i edytowanie danych w tabeli, należy zdefiniować;kwerendę SELECT;formularz;raport;filtr;B;;;207
;186;186. Baza danych 6-letniej szkoły podstawowej zawiera tabelę z polami: . Wszyscy uczniowie klas 1-5 zdali do następnej klasy. Aby zwiększyć wartość w polu klasa o 1 należy użyć polecenia;"SELECT szkola FROM klasa=klasa+1 WHERE klasa >=1 AND klasa <=5;";"SELECT nazwisko, imie FROM klasa=klasa+1 WHERE klasa>1 OR klasa <5;";"UPDATE szkola SET klasa=klasa+1 WHERE klasa>=1 AND klasa <=5;";"UPDATE nazwisko, imie SET klasa=klasa+1 WHERE klasa>1 OR klasa<5;";C;;;202
;187;187. Uprawnienia obiektowe, nadawane użytkownikom serwera bazy danych, mogą pozwalać lub zabraniać;dziedziczyć uprawnienia;modyfikować role i konta użytkowników;wykonywać instrukcje, takie jak tworzenie kopii zapasowej;wykonywać operacje na bazie, takie jak wstawanie lub modyfikowanie danych;D;;;207
;188;188. Przed wykonaniem kopii bezpieczeństwa bazy danych, tak aby kopia ta była poprawna i możliwa do późniejszego odtworzenia, należy sprawdzić;możliwość udostępnienia bazy danych;prawa dostępu do serwera bazy danych;poprawność składni zapytań;spójność bazy danych;D;;;203
;189;189. W MS SQL Server polecenie RESTORE DATABASE służy do;odtworzenia bazy danych z kopii bezpieczeństwa;odświeżenia bazy danych z kontrolą więzów integralności;przebudowania bazy danych w oparciu o buforowane dane;usunięcia bazy danych z serwera centralnego subskrybenta;A;;;205
;190;190. W języku PHP zmienna typu float przyjmuje wartości;logiczne;nieliczbowe;tylko całkowite;zmiennoprzecinkowe;D;;;203
;191;191. Dany jest fragment kodu PHP z zdeklarowaną zmienną typu tablicowego. W wyniku wykonania kodu zostanie wpisane imię;Anna;Tomasz;Krzysztof;Aleksandra;C;images/191.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/191.jpg;204
