id;question_id;question;a;b;c;d;correct;image;image_fallback;category_name
;459;459. Adresem IPv6 hosta skonfigurowanym na karcie sieciowej enp0s25 jest;fe80::3d6:e6d2:1c93:56e2;172.16.21.255;a0:b3:cc:28:8f:37;172.16.21.100;A;images/459.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/459.jpg;inf_02
;460;460. Jeśli pracownik przebywał na zwolnieniu lekarskim dłużej niż 30 dni, to przed powrotem do pracy musi przejść badania;kontrolne;okresowe;tymczasowe;wstępne;A;;;inf_02
;461;461. Przypisanie licencji oprogramowania wyłączenie do jednego komputera lub jego podzespołów jest cechą licencji;TRIAL;OEM;AGPL;BOX;B;;;inf_02
;462;462. Przedstawione na ilustracji urządzenie peryferyjne jest wyposażone w interfejs;PS/2;IEEE 1284;DVI-D;mini USB;D;images/462.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/462.jpg;inf_02
;463;463. Przed rozpoczęciem czynności instalacyjnych wykonano przygotowanie dysku twardego. widoczne na ilustracji wydane polecenia prowadzą do;ustawienia systemu plików NTFS dla dysków nr 1 i nr 2;oczyszczenia dysków nr 0 i nr 2;konwersji partycji GPT na MBR na dysku nr 1;formatowania i utraty danych na dysku nr 0;C;images/463.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/463.jpg;inf_02
;464;464. Na której ilustracji zostało przedstawione narzędzie używane w symulatorze Cisco Packet Tracer, umożliwiające zastosowanie światłowodu jako medium transmisyjnego w projektowaniu sieci? (Ilustracje pochodzą z programu w wersji 8.0.0.0212);na ilustracji 3;na ilustracji 1;na ilustracji 4;na ilustracji 2;A;images/464.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/464.jpg;inf_02
;465;465. Przedstawiony panel tylny płyty głównej jest wyposażony w interfejsy;"2 x PS2; 1 xRJ45; 6 x USB 2.0, 1.1";"2 x USB 3.0; 2 x USB 2.0, 1.1; 2 x DP, 1 x DVI";"2 x USB 3.0; 4 x USB 2.0, 1.1; 1 x D-SUB";2 x HDMI, 1 x D-SUB, 1 x RJ11, 6 x USB 2.0;C;images/465.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/465.jpg;inf_02
;466;466. Urządzenie przedstawione na rysunku jest stosowane do;zabezpieczenia przed niepożądanym dostępem z sieci;wzmocnienia sygnału;zamiany transmisji sygnału kablem światłowodowym na skrętkę;rozdzielenia sygnału;C;images/466.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/466.jpg;inf_02
;467;467. w której topologii logicznej sieci komputerowej urządzenia wysyłające dane używają znacznika nazywanego tokenem?;punkt-punkt;przekazywania żetonu;hierarchicznej;siatki;B;;;inf_02
;468;468. W przedstawionym fragmencie instrukcji obsługi drukarki 3D została opisana czynność;montażu modułu drukującego i zgarniacza.;konserwacji ekstrudera.;ładowania i wymiany filamentu.;czyszczenia platformy roboczej z resztek filamentu.;C;images/468.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/468.jpg;inf_02
;469;469. Wskaż materiał eksploatacyjny stosowany w kolorowych drukarkach laserowych.;Papier termiczny.;Pas transmisyjny.;Taśma barwiąca.;Głowica drukująca.;B;;;inf_02
;470;470. Pharming to rodzaj ataku, który ma na celu;przeciążenie łącza użytkownika poprzez atakowanie pakietami ICMP.;rozpowszechnianie złośliwego oprogramowania w sieci za pomocą reklam internetowych.;uniemożliwienie działania witryny, której adres został wpisany przez użytkownika.;skierowanie użytkownika na fałszywą stronę.;D;;;inf_02
;471;471. Który program można zastosować do diagnostyki dysku twardego?;MemTest86;GSmartControl;GPU-Z;Core Temp;B;;;inf_02
;472;472. Wynikiem dodawania liczb 1011010 (2) oraz 101100 (2) jest;11001100 (2);10001100 (2);10001110 (2);10000110 (2);D;;;inf_02
;473;473. Na której ilustracji została przedstawiona bramka logiczna realizująca funkcję;Na ilustracji 1;Na ilustracji 4;Na ilustracji 2;Na ilustracji 3;A;images/473.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/473.jpg;inf_02
;474;474. Adresem rozgłoszeniowym w sieci 172.16.0.0/19 w adresacji IPv4 jest;172.16.255.254;172.16.31.254;172.16.31.255;172.16.255.255;C;;;inf_02
;475;475. Poleceniem systemu Linux używanym do nadawania praw do plików jest;chroot;chkntfs;chmod;chkdsk;C;;;inf_02
;476;476. Aby uniknąć nieodwracalnego uszkodzenia komórek nerwowych, resuscytacja krążeniowo-oddechowa (RKO) powinna zostać rozpoczęta w przypadku zatrzymania oddechu i krążenia przed upływem;8 minut;4 minut;16 minut;12 minut;B;;;inf_02
;477;477. W której strukturze organizacyjnej przedsiębiorstwa właściciel bezpośrednio zarządza kilkoma pracownikami?;liniowej;smukłej;promienistej;funkcjonalnej;C;;;inf_02
;478;478. Na ilustracji przedstawiono ustawienia serwera DHCP w systemie Windows Server z dodanym zakresem o nazwie My_scope. Aby przypisać stacji roboczej adres IPv4 na podstawie adresu MAC, należy wybrać zakładkę;Adress Leases;Reservations;Address Pool;Policies;B;images/478.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/478.jpg;inf_02
;479;479. Kliknięcie wskazanej na ilustracji ikony, dostępnej w urządzeniu mobilnym, umożliwi;konfigurowanie ustawień zapory systemowej.;konfigurowanie usługi sieci komórkowej.;przeglądanie i pobieranie aplikacji wybranych do zainstalowania.;włączenie i używanie wbudowanych funkcji ochrony i bezpieczeństwa.;C;images/479.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/479.jpg;inf_02
;480;480. Lokalna polityka bezpieczeństwa w systemie Windows 10 polegająca na definiowaniu zasad zabezpieczeń dla komputerów, może być zrealizowana za pomocą narzędzia;eventvwr.msc;perfmon.msc;secpol.msc;taskschd.msc;C;;;inf_02
;481;481. Z widocznego na ilustracji schematu działania drukarki laserowej można wywnioskować, że jest to drukarka;monochromatyczna, w której wydruk można otrzymać w czasie czterech przebiegów papieru.;kolorowa, w której wydruk można otrzymać w czasie czterech przebiegów papieru.;monochromatyczna, w której wydruk można otrzymać w czasie jednego przebiegu papieru.;kolorowa, w której wydruk można otrzymać w czasie jednego przebiegu papieru.;D;images/481.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/481.jpg;inf_02
;482;482. Na ilustracji przedstawiono kartę;graficzną.;dzwiękową.;sieciową bezprzewodową;pamięci secure digital;B;images/482.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/482.jpg;inf_02
;483;483. Celem normalizacji krajowej jest;kontrola respektowania autorskich praw majątkowych związanych z wyrobami.;pośrednictwo w krajowym obrocie towarowym.;poprawa funkcjonalności, kompatybilności i zamienności wyrobów.;uzyskanie informacji o firmie wypuszczającej towary na rynek.;C;;;inf_02
;484;484. Konfiguracja punktu dostępowego widoczna na ilustracji została wykonana, aby;zezwolić komputerowi o adresie MAC 38:f2:3e:1e:f1:b4 na dostęp do sieci bezprzewodowej.;zabronić komputerowi o adresie MAC 38:f2:3e:1e:f1:b4 dostępu do sieci bezprzewodowej.;wykonać klonowanie adresu MAC punktu dostępowego i skojarzyć go z nazwą Stacja-1.;wyświetlić adresy sprzętowe wszystkich aktywnych klientów punktu dostępowego.;A;images/484.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/484.jpg;inf_02
;485;485. Które urządzenie, pracujące w warstwie pierwszej modelu OSI, będące połączeniem nadajnika i odbiornika, wykorzystywane jest w sieciach informatycznych do zamiany sygnału przesyłanego światłowodem na sygnał przesyłany kablem miedzianym i odwrotnie?;Firewall sprzętowy.;Koncentrator aktywny.;Przełącznik zarządzalny.;Konwerter mediów.;D;;;inf_02
;486;486. Serwisant, który podczas wymiany dysku twardego w laptopie klienta uszkodził matrycę wyświetlacza, powinien;zakupić matrycę na własny koszt i wymienić ją bezpłatnie.;obciążyć klienta kosztami zakupu matrycy i jej wymiany.;zakupić matrycę na własny koszt, a kosztami wymiany matrycy obciążyć klienta.;bezpłatnie dokonać wymiany matrycy, a kosztami zakupu matrycy obciążyć klienta.;A;;;inf_02
;487;487. Urządzeniem wejścia i wyjścia jest;czytnik linii papilarnych.;skaner.;ploter.;ekran dotykowy.;D;;;inf_02
;488;488. Które prawa do pliku egzamin.txt są efektem wykonania przedstawionego w ramce polecenia w systemie Linux?;Użytkownik: jedynie prawo do zapisu, grupa: prawo do odczytu i wykonania, pozostali: brak praw do pliku.;Użytkownik: prawo do odczytu i wykonania, grupa: pełne prawa, pozostali: brak praw do pliku.;Użytkownik: pełne prawa, grupa: prawo do odczytu, pozostali: brak praw do pliku.;Użytkownik: prawo do zapisu, grupa: brak praw, pozostali: brak praw do pliku.;C;images/488.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/488.jpg;inf_02
;489;489. Narzędziem przeznaczonym do wypięcia żyły kabla U/UTP z modułu Keystone jest;stripper do kabli ∅ = 5.6 ÷ 6.2 mm;narzędzie uderzeniowe LSA;zaciskacz wtyków 8P8C;wkrętak Torx;B;;;inf_02
;490;490. Polecenie netplan try zastosowane w systemie Linux Ubuntu 20.04 służy do;zmiany uprawnień użytkownika do zasobów sieciowych.;przetestowania pliku konfiguracyjnego interfejsów sieciowych.;zastosowania zmian w konfiguracji kart sieciowych.;usunięcia ustawień sieciowych w systemie operacyjnym.;B;;;inf_02
;491;491. W adresacji IPv4 postacią dziesiętną maski /27 zapisanej w bezklasowej metodzie przydzielania adresów IP jest;255.255.192.0;255.255.255.224;255.255.254.0;255.255.255.192;B;;;inf_02
;492;492. Do sieci o adresie IPv4 192.168.15.0/27 należy host o adresie;192.168.15.62;192.168.15.96;192.168.15.30;192.168.15.84;C;;;inf_02
;493;493. Elementem pasywnym sieci komputerowej jest;punkt dostępowy.;przełącznik.;regenerator.;panel krosowy.;D;;;inf_02
;494;494. Do wirtualizacji systemów operacyjnych w systemie Windows Server 2016 można wykorzystać funkcję serwera o nazwie;VMWare;VirtualBox;Hyper-V;QEMU;C;;;inf_02
;495;495. Analizując widoczny na ilustracji kod źródłowy skryptu systemu Windows można stwierdzić, że;zadeklarowano w nim zmienną o nazwie p.;użyto w nim zmienną środowiskową przynajmniej raz.;wykorzystano w nim instrukcję warunkową.;zastosowano w nim instrukcję pętli.;C;images/495.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/495.jpg;inf_02
;496;496. Wskaż bezpłatny program, który umożliwi przygotowanie prezentacji multimedialnej dla klienta.;LibreOffice Impress;Advanced SystemCare Free;Abby Fine Reader;Adobe Acrobat;A;;;inf_02
;497;497. Po zainstalowaniu serwera Apache położenie głównego katalogu zawierającego strony udostępnione użytkownikom można zmienić w jednym z plików konfiguracyjnych serwera, poprzez modyfikację zmiennej;wwwRoot;htaccess;documentRoot;inetpub;C;;;inf_02
;498;498. Przedstawione na ilustracji urządzenie peryferyjne jest wyposażone w interfejs;PS/2;DVI-D;mini USB;IEEE 1284;C;images/498.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/498.jpg;inf_02
;499;499. W modelu ISO/OSI protokół ICMP działa w warstwie;transportowej.;fizycznej.;sieciowej.;sesji.;C;;;inf_02
;500;500. Zgodnie z oknem konfiguracji ustawień rutera, wskaż numer grupy, której ustawienie umożliwia uzyskanie połączenia z usługodawcą internetowym.;3;4;2;1;D;images/500.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/500.jpg;inf_02
;501;501. W programie Oracle VM VirtualBox należy zainstalować dwa serwerowe systemy operacyjne z kartami sieciowymi, umożliwiającymi komunikowanie się z siecią, w której pracuje fizyczny komputer. Dodatkowo skonfigurowane na wirtualnych serwerach usługi powinny być dostępne dla komputerów w tej sieci. W tym celu, przed instalacją, należy w programie do wirtualizacji w ustawieniach sieci ustawić tryb karty sieciowej na;NAT (Network Address Translation).;Sieć wewnętrzna (Internal network).;Sieć NAT (NAT network).;Mostkowana karta sieciowa (bridged).;D;;;inf_02
;502;502. Sposobem ochrony przed atakami zwanymi Social Engineering jest;ustawienie progu blokady konta użytkowników na 3 nieudane próby logowania.;zablokowanie uruchamiania przez użytkowników edytora rejestru systemowego.;szkolenie pracowników z zakresu stosowania procedur bezpieczeństwa.;ustawienie minimalnej długości haseł użytkowników na 13 znaków.;C;;;inf_02
;503;503. Wewnętrzne urządzenie sieciowe przedstawione na ilustracji to;most;hub;modem;ruter;C;images/503.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/503.jpg;inf_02
;504;504. W filmie przedstawiono;czyszczenie głowicy drukarki atramentowej.;montaż papieru termicznego w drukarce termicznej.;wymianę głowicy drukującej w drukarce igłowej.;wymianę tonera w drukarce laserowej.;D;;;inf_02
;505;505. Które porty należy zablokować w zaporze sieciowej, aby uniemożliwić połączenie z serwerem FTP?;80 i 443;20 i 21;22 i 23;25 i 143;B;;;inf_02
;506;506. Zgodnie z przepisami BHP minimalny poziom natężenia oświetlenia dla stanowisk do pracy z komputerem wynosi;500 lx dla pracy ciągłej.;800 lx dla pracy dorywczej.;300 lx dla pracy ciągłej.;1100 lx dla pracy dorywczej.;A;;;inf_02
;507;507. Odmianą programowalnej pamięci tylko do odczytu, której zawartość można wykasować za pomocą promieni ultrafioletowych, jest pamięć;ROM;EPROM;PROM;EEPROM;B;;;inf_02
;508;508. W systemie Windows za pomocą polecenia assoc można;wyświetlić atrybuty plików.;porównać zawartość dwóch plików.;zmienić skojarzenia rozszerzeń plików.;zmodyfikować listę kontroli dostępu do plików.;C;;;inf_02
;509;509. Który element szafy krosowniczej jest przedstawiony na ilustracji?;Przepust kablowy 2U;Wieszak do kabli 2U;Maskownica 1U;Panel krosowy 1U;D;images/509.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/509.jpg;inf_02
;510;510. Wskaż zgodną z zasadami netykiety, formę oficjalnego e-maila zawierającego CV, który ma zostać wysłany do potencjalnego pracodawcy.;1;2;3;4;A;images/510.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/510.jpg;inf_02
;511;511. Który standard szyfrowania stosowany w sieciach bezprzewodowych zapewnia najniższy poziom bezpieczeństwa?;WPA2;WPA AES;WEP;WPA TKIP;C;;;inf_02
;512;512. Który z adresów IP jest adresem publicznym?;172.18.0.16;10.99.15.16;192.168.168.16;172.168.0.16;D;;;inf_02
;513;513. Protokołem wysyłania poczty elektronicznej jest;Internet Message Access Protocol.;Post Office Protocol.;Simple Mail Transfer Protocol.;File Transfer Protocol.;C;;;inf_02
;514;514. Które urządzenie spowoduje zwiększenie zasięgu sieci bezprzewodowej?;Modem VDSL.;Wzmacniacz;Przełącznik.;Konwerter mediów.;B;;;inf_02
;515;515. Przedstawiony schemat organizacji zespołu projektowego jest przykładem struktury;kolektywnej.;eksperckiej.;chirurgicznej.;izomorficznej;B;images/515.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/515.jpg;inf_02
;516;516. Wynikiem sumowania liczb binarnych 1001101 i 11001 jest;1100111;1100110;1000111;1000110;B;;;inf_02
;517;517. CommView i WireShark to programy stosowane do;określania wielkości tłumienia w torze transmisyjnym.;sprawdzania zasięgu sieci bezprzewodowej.;zabezpieczenia transmisji danych w sieci.;analizowania pakietów transmitowanych w sieci.;D;;;inf_02
;518;518. Aby odzyskać dane ze sformatowanego dysku twardego, należy wykorzystać program;Recuva;Acronis True Image;CD Recorvery Toolbox Free;CDTrack Rescue;A;;;inf_02
;519;519. Kolor pierwszej żyły we wtyku 8P8C zaciśniętym zgodnie ze standardem T568A to;biało-pomarańczowy.;biało-niebieski.;biało-zielony.;biało-brązowy.;C;;;inf_02
;520;520. Użytkownik systemu Windows często otrzymuje komunikaty o zbyt małej pamięci wirtualnej. Problem ten można rozwiązać przez modernizację komputera polegającą na;zamontowaniu dodatkowej pamięci cache procesora.;zwiększeniu pamięci RAM.;instalacji w systemie oprogramowania do wirtualizacji.;zwiększeniu rozmiaru pliku virtualfile.sys.;B;;;inf_02
;521;521. Użytkownik systemu Linux, chcąc przetestować dysk twardy pod kątem występowania na nim uszkodzonych sektorów, może użyć programu;fsck;scandisk;defrag;chkdsk;A;;;inf_02
;522;522. System S.M.A.R.T. służy do monitorowania pracy i wykrywania błędów;kart rozszerzeń;napędów płyt CD/DVD;dysków twardych;płyty głównej;C;;;inf_02
;523;523. Host www.wp.pl ma przypisany adres IP 212.77.98.9. Co jest przyczyną sytuacji przedstawionej na zrzucie ekranowym?;Błędny adres serwera DNS lub brak połączenia z serwerem DNS.;Stacja robocza ma przypisany nieprawidłowy adres bramy sieciowej.;Host o adresie IP 212.77.98.9 nie jest dostępny.;Domena o nazwie www.wp.pl jest niedostępna w sieci.;A;images/523.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/523.jpg;inf_02
;524;524. Do realizacji iloczynu logicznego z negacją należy użyć funktora;EX-OR;NAND;AND;NOT;B;;;inf_02
;525;525. Do wykonania zdalnego połączenia z serwerem Linux w sposób przedstawiony na filmie wymagana jest wcześniejsza konfiguracja serwera poprzez edycję pliku;/etc/samba/smb.conf;/etc/vsftpd.conf;/etc/postfix/main.cf;/etc/ssh/sshd_config;D;;;inf_02
;526;526. Który standard złącza DVI umożliwia przesyłanie wyłącznie sygnału analogowego?;1;2;3;4;A;images/526.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/526.jpg;inf_02
;527;527. W systemie Linux program dd, którego przykład zastosowania przedstawiono w ramce, pozwala na dd if=/dev/sdb of=/home/użytkownik/Linux.iso;utworzenie dowiązania symbolicznego Linux.iso do katalogu.;konfigurowanie interfejsu karty sieciowej.;utworzenie obrazu nośnika danych.;konwersję systemu plików z wersji ext3 na ext4.;C;;;inf_02
;528;528. Technologia Hyper- threading stosowana w procesorach umożliwia;wymianę danych pomiędzy procesorem a dyskiem twardym z prędkością pracy procesora.;zwiększenie szybkości pracy zegara.;automatyczną regulację częstotliwości rdzeni procesora w zależności od jego obciążenia.;wykonywanie przez jeden rdzeń procesora dwóch niezależnych wątków jednocześnie.;D;;;inf_02
;529;529. Tworzenie zaszyfrowanych połączeń między hostami przez sieć publiczną Internet, stosowane w połączeniach VPN (Virtual Private Network), to;tunelowanie;trasowanie;mostkowanie;mapowanie;A;;;inf_02
;530;530. Gdzie przechowywane są informacje o kontach użytkowników domenowych w systemach Windows Server?;W plikach hosts na każdym komputerze używanym w domenie.;W bazie SAM zapisanej na lokalnym komputerze.;W pliku users w katalogu komputera C:\Windows\system32.;W bazie danych kontrolera domeny.;D;;;inf_02
;531;531. W systemie Windows Server, w zasadach haseł ustawionych za pomocą Zasad zabezpieczeń lokalnych, jest włączona opcja Hasło musi spełniać wymagania co do złożoności. Z co najmniej ilu znaków musi się składać hasło użytkownika?;12 znaków;10 znaków;6 znaków;5 znaków;C;;;inf_02
;532;532. Watomierz jest stosowany do pomiaru;mocy czynnej;rezystancji;natężenia prądu elektrycznego;napięcia prądu elektrycznego;A;;;inf_02
;533;533. Na rysunku przedstawiono grot wkrętaka typu;Torx;Krzyżowego;Imbus;Tri-wing;A;images/533.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/533.jpg;inf_02
;534;534. Który rodzaj plotera, stosowany do pracy z płaskimi powierzchniami wielkoformatowymi, wykorzystuje do wydruku odpornego na czynniki zewnętrzne farby na bazie rozpuszczalników?;Solwentowy;Pisakowy;Tnący;Grawerujący;A;;;inf_02
;535;535. Której funkcji należy użyć do wykonania kopii zapasowej rejestru systemowego w edytorze regedit?;Kopiuj nazwę klucza.;Importuj;Załaduj gałąź rejestru;Eksportuj;D;;;inf_02
;536;536. W systemach Linux, aby dodać repozytorium, można użyć poleceń;zypper ref oraz add-apt-repository;zypper ar oraz add-apt-repository;zypper lr oraz remove-apt-repository;zypper rr oraz remove-apt-repository;B;;;inf_02
;537;537. Ekstruder jest stosowany jako element drukarek;3D;laserowych;atramentowych;igłowych;A;;;inf_02
;538;538. Przy rozbudowie sieci Ethernet działającej w oparciu o standard 1000BaseT jest wymagane stosowanie skrętki, w kategorii co najmniej;6a;5e;3;6;B;;;inf_02
;539;539. Którą rolę serwera Windows, oznaczoną na ilustracji cyframi od 1 do 4, należy wybrać, aby zainstalować środowisko do wirtualizacji?;1;3;4;2;A;images/539.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/539.jpg;inf_02
;540;540. Który zapis w systemie binarnym odpowiada liczbie 91 H ?;10011001;10001001;10010001;10001011;C;;;inf_02
;541;541. Który protokół odpowiada za zamianę adresów IP na adresy MAC?;ARP;ATM;SMTP;SNMP;A;;;inf_02
;542;542. Na podstawie filmu określ średnią prędkość pobierania danych przez sieć komputerową;20.18 Mbps z opóźnieniem 9 ms.;20.18 Mbps z opóźnieniem 15 ms.;34.78 Mbps z opóźnieniem 9 ms.;34.78 Mbps z opóźnieniem 15 ms;C;;;inf_02
;543;543. Która usługa Windows Serwer umożliwia zdalną oraz szybką instalację systemów klienckich Windows na komputerach podłączonych bezpośrednio do sieci LAN?;ReFS;LDAP;WDS;IIS;C;;;inf_02
;544;544. Z przedstawionej dokumentacji technicznej płyty głównej GA-K8NF-9-RH rev. 2.x wynika, że maksymalna liczba możliwych do zamontowania kart rozszerzeń (pomijając interfejs USB) wynosi;2;6;3;5;B;images/544.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/544.jpg;inf_02
;545;545. W systemie Linux polecenie ln służy do +++++++++++++++++;restart systemu.;wyświetlania informacji o dostępnej przestrzeni dyskowej.;zmiany ustawień terminala.;tworzenia dowiązania do pliku.;D;;;inf_02
;546;546. Program Wireshark stosowany jest do;sprawdzania występowania błędów na dysku twardym.;zmiany atrybutów plików i katalogów.;analizy pakietów przesyłanych w sieci komputerowej.;zarządzania zdalnym komputerem w domenie Windows.;C;;;inf_02
;547;547. W sieci komputerowej do kierowania ruchem oraz wyznaczania odpowiedniej trasy pakietów stosuje się;koncentratory.;adaptery.;ekspandery.;rutery.;D;;;inf_02
;548;548. Wychylny drążek, zamontowany na podstawce, służący do sterowania ruchem obiektu jest elementem;dżojstika;trackballa;touchpada;digitizera;A;;;inf_02
;549;549. Oprogramowanie Microsoft Hyper-V przeznaczone jest do;wirtualizacji fizycznych komputerów.;emulacji procesu podejmowania decyzji przez człowieka.;bezpośredniego strumieniowania materiałów audio i wideo przez Internet.;profesjonalnego składu tekstu przed jego publikacją.;A;;;inf_02
;550;550. Szkodliwe oprogramowanie rejestrujące sekwencje wciskanych przez użytkownika komputera przycisków na klawiaturze to;crack.;nmap.;backdoor.;keylogger.;D;;;inf_02
;551;551. Rozkazem procesora realizującym funkcję odejmowania w języku asembler jest;SUB;DEC;ADD;CLR;A;;;inf_02
;552;552. Połączenie ze sobą trzech dysków fizycznych, każdy po 250 GB, w taki sposób, aby widziane one były jako jeden dysk logiczny o wielkości około 750 GB, jest cechą charakterystyczną dla macierzy;RAID 5;RAID 3;RAID 1;RAID 0;D;;;inf_02
;553;553. Na ilustracji przedstawiono efekt działania polecenia systemowego, służącego do wyświetlenia;informacji o skojarzeniach plików wykonywalnych.;listy katalogów otwartych przez użytkownika zdalnego o nazwie szachy.;atrybuty katalogu szachy.;uprawnień do zasobu lokalnego.;D;images/553.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/553.jpg;inf_02
;554;554. Administrator podzielił sieć komputerową o adresie IPv4 192.168.1.0/24, na mniejsze sieci każda o masce 27 bitowej. Ile adresów hostów ma obecnie do dyspozycji w każdej z nich?;32;30;14;16;B;;;inf_02
;555;555. Rodzajem licencji wolnego i otwartego oprogramowania jest;GPL.;OEM.;EULA.;MOLP.;A;;;inf_02
;556;556. W systemie Windows 10 poleceniem służącym do konfiguracji systemu plików jest;doskey.;fsutil.;forfiles.;mklink.;B;;;inf_02
;557;557. Które złącze USB przedstawiono na ilustracji?;Typu B;Typu A;Typu AB;Typu C;D;images/557.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/557.jpg;inf_02
;558;558. # iptables -A INPUT --protocol tcp --destination-port 5555 -j ??? W ramce przedstawiono polecenie systemu Linux służące do konfiguracji zapory sieciowej. Co należy wpisać w miejscu znaków zapytania, aby reguła zezwalała na ruch przychodzący na tym porcie?;DROP;START;UP;ACCEPT;D;;;inf_02
;559;559. Która technika ataków hakerskich polega na wysyłaniu do serwera bardzo dużej liczby zapytań, co powoduje jego przeciążenie, a w konsekwencji nawet jego wyłączenie?;XSS;DDoS;Phising;Hijacking;B;;;inf_02
;560;560. Przedstawiony na ilustracji schemat rotacji taśm jest strategią wykonywania kopii zapasowych to;Dyspozytor.;Round Robin.;Dziadek-Ojciec-Syn.;Wieża Hanoi.;D;images/560.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/560.jpg;inf_02
;561;561. W systemie Linux programem służącym do monitorowania działania sieci komputerowej jest;iftop;synaptic;leafpad;wine;A;;;inf_02
;562;562. Który protokół umożliwia synchronizację czasu?;RAS;SSH;NTP;PPP;C;;;inf_02
;563;563. Karta telewizyjna komputera przetwarza obraz telewizyjny między innymi poprzez zastosowanie tunera;MIME;DQPSK;DVB;HDMI;C;;;inf_02
;564;564. Które oprogramowanie należy zainstalować w systemie operacyjnym Linux, aby możliwe było uruchamianie aplikacji przeznaczonych dla systemu Windows?;YaST;Htop;GIMP;Wine;D;;;inf_02
;565;565. Skrótem WLAN oznaczona jest;rozległa sieć komputerowa.;bezprzewodowa sieć lokalna.;wirtualna sieć lokalna.;wirtualna sieć przywatna.;B;;;inf_02
;566;566. Zgodnie z wytycznymi WCAG 2.0 serwisy internetowe muszą spełniać określone wymagania dotyczące poziomów dostępności. Dla poziomu AA serwis musi spełniać także kryteria dla;poziomu AAA;poziomu BBB;poziomu A;poziomu B;C;;;inf_02
;567;567. Dyrektor firmy informatycznej chce przekazać istotną wiadomość swoim współpracownikom. Jak nazywa się pierwszy etap rozpoczynającego się procesu komunikowania?;Intencja.;Przekaz.;Kodowanie.;Zrozumienie.;A;;;inf_02
;568;568. W sieciach bezprzewodowych standardem szyfrowania używającym najdłuższego klucza szyfrującego jest;FMS;WEP;PSK;WPA3;D;;;inf_02
;569;569. Po wymianie procesora w komputerze pracującym pod kontrolą systemu Linux jego obciążenie można monitorować za pomocą polecenia;grep;top;stat;uptime;B;;;inf_02
;570;570. Czas trwania blokady konta po nieudanej próbie logowania można skonfigurować w systemie Windows za pomocą przystawki;certmgr.msc;secpol.msc;lusrmgr.msc;devmgmt.msc;B;;;inf_02
;571;571. Na ilustracji przedstawiono symbol bramki logicznej, która realizuje funkcję;różnicy symetrycznej.;negacji alternatywy wykluczającej.;negacji sumy logicznej.;koniunkcji.;B;images/571.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/571.jpg;inf_02
;572;572. Kierownik działu IT opracował szczegółowy plan zmian funkcjonowania swojego działu. Na którym etapie realizacji tego planu będzie mógł uzyskać dane z otoczenia o efektach wprowadzonych zmian?;Wdrożenie zmian.;Informacje zwrotne.;Podjęcie próby.;Określenie celu.;B;;;inf_02
;573;573. Przetwornik elektroakustyczny stosowany do zamiany fal dźwiękowych na prąd elektryczny to;kontroler SCSI.;mikrofon.;głośnik.;frame grabber.;B;;;inf_02
;574;574. Zmiana maski podsieci na wartość 29 dla sieci komputerowej o adresie 192.168.1.0/24 umożliwi wydzielenie w niej maksymalnie;4 równych podsieci;32 równych podsieci;8 równych podsieci;16 równych podsieci;B;;;inf_02
